"Name","Team","Age","AB","R","HR","RBI","SB","AVG","BB%","K%","LD%","GB%","FB%","IFFB%","IFH%","BUH%","Spd","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","TTO%","EV","LA","Barrel%","maxEV","HardHit%","CStr%","CSW%","playerid"
"Miguel Rojas","MIA","31","125","20","4","20","5",".304","11.2%","12.6%","24.5%","40.6%","34.9%","8.1%","2.3%","100.0%","5.8","26.2%","57.5%","39.1%","79.3%","87.3%","84.1%","41.2%","59.4%","6.2%","37.4%","38.3%","24.3%","13.1%","55.1%","31.8%","26.6%","87.3","11.9","0.9%","107.0","30.8%","20.9%","27.1%","7802"
"Jahmai Jones","LAA","22","7","2","0","1","0",".429","0.0%","28.6%","40.0%","60.0%","0.0%","0.0%","33.3%","0.0%","2.6","22.2%","80.0%","58.3%","0.0%","91.7%","78.6%","62.5%","57.1%","12.5%","60.0%","40.0%","0.0%","0.0%","100.0%","0.0%","28.6%","88.5","-1.9","0.0%","100.8","40.0%","16.7%","29.2%","18872"
"James McCann","CHW","30","97","20","7","15","1",".289","7.2%","27.0%","24.6%","37.7%","37.7%","7.7%","3.8%","0.0%","3.5","30.5%","68.7%","47.0%","56.4%","85.8%","75.0%","43.2%","58.6%","11.8%","33.3%","34.8%","31.9%","14.5%","49.3%","36.2%","40.5%","90.5","15.0","8.7%","108.5","47.8%","16.4%","28.2%","12859"
"Ryan Mountcastle","BAL","23","126","12","5","23","0",".333","7.9%","21.4%","19.4%","43.9%","36.7%","8.3%","18.6%","0.0%","0.8","42.0%","83.1%","58.8%","58.9%","82.5%","72.5%","41.0%","64.3%","16.2%","31.6%","36.7%","31.6%","19.4%","45.9%","34.7%","32.9%","87.4","10.8","7.1%","108.2","41.8%","9.2%","25.4%","18373"
"Robinson Cano","NYM","37","171","23","10","30","0",".316","4.9%","13.2%","23.8%","50.3%","25.9%","10.5%","5.4%","100.0%","1.1","43.6%","79.2%","57.5%","69.6%","92.0%","81.6%","39.0%","64.3%","10.6%","41.2%","35.1%","23.6%","20.3%","44.6%","35.1%","23.6%","90.4","6.2","7.4%","113.5","46.6%","11.7%","22.3%","3269"
"Tim Anderson","CHW","27","208","45","10","21","5",".322","4.5%","22.6%","18.9%","54.7%","26.4%","0.0%","13.8%","0.0%","6.0","43.6%","73.0%","55.2%","62.8%","78.9%","71.2%","39.6%","62.9%","15.9%","33.3%","42.8%","23.9%","15.1%","52.8%","32.1%","31.7%","87.2","6.7","10.1%","108.8","35.8%","14.1%","30.0%","15172"
"Justin Turner","LAD","35","150","26","4","23","1",".307","10.3%","14.9%","22.4%","33.6%","44.0%","5.5%","11.9%","0.0%","4.5","22.6%","67.3%","42.9%","61.9%","88.0%","80.5%","45.4%","53.1%","8.4%","37.6%","38.4%","24.0%","11.2%","40.0%","48.8%","27.4%","90.3","17.5","11.2%","107.8","44.0%","17.5%","25.8%","5235"
"Tim Locastro","ARI","27","69","15","2","7","4",".290","9.8%","17.1%","29.6%","35.2%","35.2%","15.8%","15.8%","0.0%","8.5","32.1%","57.8%","42.5%","82.0%","90.5%","86.7%","40.3%","58.5%","5.7%","33.9%","32.1%","33.9%","25.0%","48.2%","26.8%","29.3%","85.6","17.3","1.8%","108.1","21.4%","20.4%","26.1%","15124"
"C.J. Cron","DET","30","42","9","4","8","0",".190","17.3%","30.8%","15.4%","38.5%","46.2%","16.7%","10.0%","0.0%","1.9","30.8%","69.4%","46.0%","57.5%","81.4%","71.7%","39.5%","48.1%","13.0%","46.2%","38.5%","15.4%","30.8%","26.9%","42.3%","55.8%","85.5","20.6","19.2%","112.0","34.6%","15.3%","28.4%","12546"
"Aaron Judge","NYY","28","101","23","9","22","0",".257","8.8%","28.1%","20.3%","39.1%","40.6%","0.0%","7.4%","0.0%","3.2","25.9%","68.9%","42.7%","39.0%","84.0%","67.3%","39.0%","55.3%","14.0%","53.6%","29.0%","17.4%","13.0%","44.9%","42.0%","44.7%","92.2","15.5","11.4%","113.1","41.4%","16.6%","30.6%","15640"
"Kevin Plawecki","BOS","29","82","8","1","17","1",".341","5.6%","15.7%","25.0%","42.6%","32.4%","18.2%","10.3%","0.0%","4.7","32.5%","66.9%","46.6%","67.7%","95.5%","84.1%","41.0%","48.3%","7.4%","32.4%","36.8%","30.9%","14.7%","54.4%","30.9%","22.5%","88.9","12.7","4.4%","106.6","30.9%","14.8%","22.2%","13807"
"Jeimer Candelario","DET","26","185","30","7","29","1",".297","9.7%","23.8%","25.9%","40.0%","34.1%","8.7%","5.6%","0.0%","5.0","29.9%","69.3%","44.8%","57.3%","86.9%","74.6%","37.8%","61.2%","11.4%","41.9%","39.7%","18.4%","16.9%","47.1%","36.0%","36.9%","90.2","13.3","10.3%","110.8","47.1%","17.1%","28.4%","13621"
"Eloy Jimenez","CHW","23","213","26","14","41","0",".296","5.3%","24.8%","19.6%","51.9%","28.5%","11.1%","9.8%","0.0%","0.7","41.1%","76.4%","54.3%","62.8%","81.7%","72.8%","37.4%","63.7%","14.8%","36.1%","33.5%","30.4%","12.0%","43.7%","44.3%","36.3%","92.4","5.7","16.5%","113.6","55.7%","12.8%","27.6%","17484"
"Andrew Knapp","PHI","28","72","9","2","15","0",".278","16.9%","21.3%","30.2%","39.6%","30.2%","0.0%","9.5%","0.0%","3.1","26.7%","72.7%","46.7%","63.5%","78.0%","73.3%","43.5%","60.7%","12.5%","46.3%","31.5%","22.2%","14.8%","55.6%","29.6%","40.4%","86.8","11.9","7.4%","104.3","33.3%","13.9%","26.4%","14942"
"Curt Casali","CIN","31","76","10","6","8","2",".224","15.1%","31.2%","23.4%","25.5%","51.1%","0.0%","8.3%","0.0%","3.4","21.2%","63.8%","39.5%","52.0%","80.5%","71.8%","42.9%","58.1%","11.1%","44.7%","38.3%","17.0%","6.4%","48.9%","44.7%","52.7%","88.6","22.2","6.4%","104.7","42.6%","19.1%","30.3%","12510"
"Lourdes Gurriel Jr.","TOR","26","208","28","11","33","3",".308","6.3%","21.4%","25.9%","40.7%","33.3%","7.4%","9.1%","0.0%","3.1","35.8%","72.0%","51.2%","63.2%","83.9%","75.6%","42.5%","68.8%","12.5%","42.0%","35.2%","22.8%","11.1%","58.6%","30.2%","32.6%","90.8","10.5","11.7%","109.5","49.4%","14.4%","26.9%","19238"
"Mitch Moreland","- - -","34","136","22","10","29","0",".265","9.9%","21.1%","13.6%","44.7%","41.7%","7.0%","2.2%","0.0%","1.3","29.9%","73.6%","46.7%","53.8%","80.9%","70.1%","38.3%","57.9%","13.9%","43.3%","30.8%","26.0%","14.4%","52.9%","32.7%","37.5%","88.2","12.5","14.4%","110.1","40.4%","13.8%","27.7%","3086"
"Max Stassi","LAA","29","90","12","7","20","0",".278","10.5%","20.0%","22.2%","40.3%","37.5%","11.1%","0.0%","0.0%","0.6","27.6%","69.9%","47.0%","59.3%","82.8%","75.3%","45.9%","66.7%","11.6%","47.2%","34.7%","18.1%","6.9%","59.7%","33.3%","37.1%","91.6","15.0","11.1%","108.0","41.7%","17.4%","29.0%","10059"
"Trevor Story","COL","27","235","41","11","28","15",".289","9.3%","24.3%","22.7%","29.7%","47.7%","11.0%","13.7%","0.0%","8.0","30.6%","67.7%","45.8%","67.4%","82.9%","76.8%","40.9%","54.1%","10.6%","32.0%","36.0%","32.0%","14.5%","44.8%","40.7%","37.8%","89.9","20.9","8.7%","109.0","41.3%","16.3%","26.9%","12564"
"Rowdy Tellez","TOR","25","113","20","8","23","0",".283","8.7%","15.7%","20.0%","46.3%","33.7%","6.3%","6.8%","0.0%","2.2","37.3%","69.9%","50.1%","66.0%","89.3%","78.7%","39.2%","63.8%","10.7%","36.8%","37.9%","25.3%","20.0%","42.1%","37.9%","30.7%","90.7","10.6","8.4%","117.4","44.2%","14.1%","24.7%","15679"
"Ian Happ","CHC","25","198","27","12","28","1",".258","13.0%","27.3%","22.2%","45.2%","32.6%","6.8%","6.6%","0.0%","2.9","27.0%","66.4%","43.5%","41.2%","80.8%","66.5%","41.8%","57.6%","14.6%","37.5%","41.2%","21.3%","12.5%","51.5%","36.0%","45.5%","91.1","9.0","10.3%","109.1","47.8%","18.5%","33.0%","17919"
"Harold Castro","DET","26","49","6","0","3","0",".347","9.3%","20.4%","28.9%","47.4%","23.7%","11.1%","0.0%","0.0%","1.2","37.5%","69.8%","51.3%","68.8%","86.6%","79.1%","42.9%","63.0%","10.7%","23.7%","42.1%","34.2%","7.9%","71.1%","21.1%","29.6%","89.0","11.6","2.6%","102.7","36.8%","16.1%","26.8%","14691"
"Jason Heyward","CHC","30","147","20","6","22","2",".265","16.6%","20.4%","27.7%","45.5%","26.8%","10.0%","5.9%","0.0%","5.2","21.7%","57.9%","36.7%","65.0%","85.6%","78.5%","41.4%","48.6%","7.9%","50.0%","34.8%","15.2%","14.3%","46.4%","39.3%","40.3%","87.6","11.3","4.5%","108.1","40.2%","20.4%","28.3%","4940"
"Xander Bogaerts","BOS","27","203","36","11","28","8",".300","9.3%","18.2%","17.8%","46.0%","36.2%","3.4%","10.7%","0.0%","5.1","27.8%","65.7%","43.6%","66.0%","86.5%","78.9%","41.9%","58.7%","9.2%","42.3%","31.3%","26.4%","16.6%","47.2%","36.2%","32.4%","89.0","8.7","8.6%","112.5","36.8%","18.8%","28.0%","12161"
"Dylan Moore","SEA","27","137","26","8","17","12",".255","8.8%","27.0%","24.7%","35.5%","39.8%","10.8%","3.0%","0.0%","6.0","27.0%","61.2%","41.5%","59.8%","82.9%","74.3%","42.4%","63.5%","10.7%","42.6%","31.9%","25.5%","9.6%","54.3%","36.2%","40.9%","90.4","17.3","13.8%","109.8","44.7%","21.5%","32.2%","18042"
"Yandy Diaz","TBR","28","114","16","2","11","0",".307","16.7%","12.3%","22.7%","66.0%","11.3%","0.0%","14.1%","0.0%","1.1","22.3%","57.9%","35.6%","80.0%","88.7%","85.3%","37.3%","57.2%","5.2%","26.8%","30.9%","42.3%","23.7%","48.5%","27.8%","30.4%","88.3","-7.9","2.1%","113.0","30.9%","21.3%","26.5%","16578"
"Garrett Cooper","MIA","29","120","20","6","20","0",".283","8.3%","23.3%","25.8%","46.1%","28.1%","0.0%","4.9%","0.0%","1.8","31.3%","54.6%","40.4%","68.9%","87.4%","78.7%","39.1%","55.6%","8.6%","42.7%","31.5%","25.8%","13.5%","53.9%","32.6%","36.1%","90.1","9.5","10.1%","109.7","41.6%","22.1%","30.7%","15279"
"Gio Urshela","NYY","28","151","24","6","30","1",".298","10.3%","14.4%","26.9%","40.8%","32.3%","4.8%","9.4%","0.0%","3.0","30.8%","74.8%","48.2%","68.6%","91.4%","82.6%","39.5%","60.3%","8.4%","39.2%","30.0%","30.8%","13.8%","54.6%","31.5%","28.2%","91.4","12.3","6.9%","111.0","40.8%","15.2%","23.5%","10681"
"Anthony Santander","BAL","25","153","24","11","32","0",".261","6.1%","15.2%","26.8%","23.6%","49.6%","19.0%","3.3%","0.0%","3.4","40.8%","74.3%","52.3%","73.4%","83.3%","78.2%","34.3%","60.0%","11.4%","38.3%","29.7%","32.0%","21.1%","42.2%","36.7%","27.9%","88.6","24.7","10.2%","113.2","36.7%","12.4%","23.8%","14551"
"Luis Gonzalez","CHW","24","1","1","0","0","0",".000","0.0%","50.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.0%","0.1","25.0%","0.0%","20.0%","0.0%","","0.0%","20.0%","50.0%","20.0%","","","","","","","50.0%","","","","","","40.0%","60.0%","20332"
"A.J. Pollock","LAD","32","196","30","16","34","2",".276","5.7%","21.4%","20.3%","39.9%","39.9%","6.6%","9.8%","0.0%","2.6","33.7%","66.5%","47.7%","61.1%","90.6%","78.7%","42.8%","68.1%","10.2%","45.8%","28.1%","26.1%","11.1%","47.1%","41.8%","34.8%","89.6","13.0","10.5%","110.0","43.1%","18.2%","28.4%","9256"
"Chris Taylor","LAD","29","185","30","8","32","3",".270","12.1%","25.7%","26.8%","45.7%","27.6%","5.7%","13.8%","75.0%","5.2","21.3%","76.2%","44.4%","54.7%","77.8%","71.4%","42.1%","59.8%","12.7%","31.3%","41.2%","27.5%","14.5%","48.9%","36.6%","41.6%","88.0","9.1","11.5%","109.6","45.0%","13.9%","26.6%","13757"
"Kevan Smith","TBR","32","31","3","1","8","0",".258","13.2%","28.9%","20.0%","55.0%","25.0%","20.0%","9.1%","0.0%","0.6","23.9%","69.0%","43.6%","54.5%","81.6%","73.2%","43.6%","52.6%","11.7%","50.0%","30.0%","20.0%","20.0%","45.0%","35.0%","44.7%","85.8","1.6","14.3%","109.5","38.1%","19.6%","31.3%","12284"
"Kole Calhoun","ARI","32","190","35","16","40","1",".226","12.3%","21.9%","23.6%","37.5%","38.9%","7.1%","3.7%","0.0%","2.6","27.5%","74.6%","46.8%","49.3%","78.3%","68.2%","41.1%","53.1%","14.9%","59.0%","27.1%","13.9%","12.5%","47.2%","40.3%","41.2%","89.4","17.1","11.8%","109.0","38.2%","13.0%","27.9%","11200"
"Michael Brantley","HOU","33","170","24","5","22","2",".300","9.1%","15.0%","22.0%","46.8%","31.2%","2.3%","1.5%","0.0%","3.5","25.2%","59.4%","39.8%","74.0%","92.9%","86.1%","42.7%","58.8%","5.5%","43.7%","29.6%","26.8%","9.9%","52.8%","37.3%","26.7%","88.7","10.2","4.9%","105.3","36.6%","21.5%","27.0%","4106"
"Alex Verdugo","BOS","24","201","36","6","15","4",".308","7.7%","20.4%","20.4%","52.2%","27.4%","4.7%","11.0%","0.0%","4.8","29.0%","61.0%","42.7%","71.2%","91.3%","83.5%","42.8%","52.9%","7.0%","40.1%","35.0%","24.8%","14.6%","52.9%","32.5%","30.8%","87.0","5.9","6.4%","109.5","34.4%","20.0%","27.1%","17027"
"Ty France","- - -","25","141","19","4","23","0",".305","7.1%","23.9%","30.8%","37.5%","31.7%","18.2%","10.3%","0.0%","2.6","28.8%","70.8%","45.9%","62.9%","85.9%","77.3%","40.7%","57.4%","10.4%","47.1%","30.8%","22.1%","16.3%","51.9%","31.7%","33.5%","85.7","14.8","8.7%","108.2","29.8%","17.1%","27.5%","17982"
"Josh Donaldson","MIN","34","81","14","6","11","0",".222","17.6%","23.5%","10.3%","55.2%","34.5%","5.0%","9.4%","0.0%","1.2","25.3%","64.6%","39.4%","53.4%","77.9%","67.8%","35.9%","50.0%","12.7%","51.7%","27.6%","20.7%","15.5%","50.0%","34.5%","47.1%","92.8","6.1","6.9%","110.8","53.4%","16.9%","29.6%","5038"
"J.T. Realmuto","PHI","29","173","33","11","32","4",".266","8.2%","24.6%","14.4%","48.0%","37.6%","10.6%","15.0%","0.0%","4.7","28.1%","69.8%","45.3%","61.0%","80.3%","73.2%","41.1%","56.9%","12.1%","40.8%","37.6%","21.6%","16.8%","45.6%","37.6%","38.5%","90.2","11.6","13.6%","112.4","42.4%","16.0%","28.2%","11739"
"Jeff McNeil","NYM","28","183","19","4","23","0",".311","9.6%","11.5%","24.1%","43.8%","32.1%","7.7%","9.9%","0.0%","1.3","38.5%","84.0%","56.8%","74.6%","90.1%","83.8%","40.3%","64.6%","9.2%","38.9%","35.8%","25.3%","14.8%","54.3%","30.9%","23.0%","86.6","11.5","2.5%","106.2","26.5%","8.3%","17.5%","15362"
"Eric Hosmer","SDP","30","143","23","9","36","4",".287","5.8%","17.9%","19.7%","46.2%","34.2%","5.0%","1.9%","0.0%","4.8","37.2%","69.4%","50.2%","71.7%","91.8%","82.9%","40.2%","63.5%","8.6%","37.6%","40.2%","22.2%","16.2%","42.7%","41.0%","29.5%","90.8","8.7","10.3%","112.0","47.0%","16.0%","24.6%","3516"
"JaCoby Jones","DET","28","97","19","5","14","1",".268","6.5%","31.5%","21.9%","45.3%","32.8%","9.5%","3.4%","0.0%","4.0","28.9%","58.4%","40.8%","51.9%","81.5%","69.0%","40.4%","59.3%","12.7%","43.8%","32.8%","23.4%","18.8%","51.6%","29.7%","42.6%","89.5","11.0","10.9%","112.4","45.3%","20.7%","33.4%","14818"
"Yairo Munoz","BOS","25","45","6","1","4","2",".333","0.0%","24.4%","29.4%","47.1%","23.5%","37.5%","6.3%","0.0%","5.7","62.9%","80.0%","69.1%","55.7%","79.5%","65.7%","36.2%","68.9%","23.7%","47.1%","35.3%","17.6%","11.8%","38.2%","50.0%","26.7%","89.2","13.0","2.9%","104.4","38.2%","8.6%","32.2%","16313"
"Keibert Ruiz","LAD","21","8","1","1","1","0",".250","0.0%","37.5%","20.0%","20.0%","60.0%","0.0%","0.0%","0.0%","0.1","31.6%","72.7%","46.7%","50.0%","100.0%","78.6%","36.7%","25.0%","10.0%","40.0%","40.0%","20.0%","0.0%","80.0%","20.0%","50.0%","87.5","24.4","20.0%","104.3","20.0%","16.7%","26.7%","19610"
"Sean Murphy","OAK","25","116","21","7","14","0",".233","17.1%","26.4%","17.7%","43.0%","39.2%","9.7%","5.9%","0.0%","1.5","24.2%","65.4%","40.9%","60.7%","86.5%","77.4%","40.6%","51.4%","9.2%","31.6%","46.8%","21.5%","11.4%","54.4%","34.2%","48.6%","92.2","14.7","12.7%","112.5","48.1%","18.0%","27.2%","19352"
"Donovan Solano","SFG","32","190","22","3","29","0",".326","4.9%","19.2%","27.6%","36.2%","36.2%","1.8%","14.5%","0.0%","2.2","38.7%","71.1%","51.9%","69.0%","89.4%","80.4%","40.8%","69.0%","10.2%","37.5%","33.6%","28.9%","16.4%","49.3%","34.2%","25.6%","88.5","15.5","4.6%","108.1","34.9%","17.4%","27.6%","8623"
"Jake Cronenworth","SDP","26","172","26","4","20","3",".285","9.4%","15.6%","25.2%","45.5%","29.4%","4.8%","6.2%","0.0%","6.0","22.4%","59.7%","39.8%","70.0%","91.9%","85.3%","46.7%","64.1%","5.8%","31.5%","37.8%","30.8%","18.2%","45.5%","36.4%","27.1%","89.8","10.6","10.5%","110.1","42.7%","23.6%","29.4%","18036"
"Cavan Biggio","TOR","25","220","41","8","28","6",".250","15.5%","23.0%","21.0%","38.2%","40.8%","7.8%","11.7%","50.0%","4.8","16.3%","62.0%","36.0%","62.1%","83.8%","78.3%","43.1%","49.8%","7.8%","47.2%","30.8%","22.0%","13.2%","55.3%","31.4%","41.5%","87.4","16.7","5.0%","103.6","30.6%","20.8%","28.6%","19252"
"Tommy La Stella","- - -","31","196","31","5","25","1",".281","11.8%","5.3%","19.9%","39.8%","40.3%","12.0%","2.7%","0.0%","4.4","25.2%","54.8%","38.1%","82.8%","94.6%","90.2%","43.5%","57.5%","3.7%","46.5%","32.1%","21.4%","13.9%","56.7%","29.4%","19.3%","88.0","17.1","4.8%","108.8","28.3%","22.3%","26.1%","12371"
"Wyatt Mathisen","ARI","26","27","5","2","5","0",".222","15.2%","36.4%","13.3%","26.7%","60.0%","11.1%","25.0%","0.0%","1.6","24.7%","60.0%","38.6%","43.5%","86.1%","69.5%","39.2%","63.6%","11.8%","40.0%","26.7%","33.3%","20.0%","40.0%","40.0%","57.6%","87.0","22.2","13.3%","103.6","40.0%","19.6%","31.4%","14555"
"Brian Navarreto","MIA","25","5","0","0","0","0",".400","0.0%","20.0%","50.0%","0.0%","50.0%","0.0%","0.0%","0.0%","0.1","50.0%","80.0%","60.0%","60.0%","100.0%","77.8%","33.3%","100.0%","13.3%","0.0%","50.0%","50.0%","0.0%","100.0%","0.0%","20.0%","92.8","32.9","0.0%","96.3","50.0%","20.0%","33.3%","16398"
"D.J. Stewart","BAL","26","88","13","7","15","0",".193","17.9%","33.9%","16.3%","40.8%","42.9%","23.8%","0.0%","0.0%","0.8","27.8%","78.9%","48.4%","48.8%","75.2%","66.1%","40.3%","63.4%","16.4%","55.8%","26.9%","17.3%","23.1%","38.5%","38.5%","58.0%","91.4","17.8","19.2%","107.8","46.2%","12.1%","28.5%","17766"
"Bo Bichette","TOR","22","123","18","5","23","4",".301","3.9%","21.1%","26.0%","40.6%","33.3%","6.3%","7.7%","0.0%","6.2","45.5%","73.6%","57.0%","66.1%","91.5%","79.6%","40.9%","71.9%","11.7%","36.5%","32.3%","31.3%","14.6%","54.2%","31.3%","28.9%","89.2","12.0","12.5%","109.2","40.6%","14.2%","25.8%","19612"
"Lorenzo Cain","MIL","34","18","4","0","2","0",".333","14.3%","9.5%","37.5%","50.0%","12.5%","0.0%","0.0%","0.0%","2.3","18.6%","63.3%","37.0%","37.5%","94.7%","77.8%","41.1%","61.9%","8.2%","43.8%","50.0%","6.3%","18.8%","50.0%","31.3%","23.8%","89.0","-3.7","0.0%","108.8","25.0%","20.5%","28.8%","9077"
"Jackie Bradley Jr.","BOS","30","191","32","7","22","5",".283","10.6%","22.1%","18.9%","53.1%","28.0%","2.5%","10.5%","100.0%","4.0","27.3%","69.4%","45.1%","65.2%","82.4%","76.4%","42.2%","55.3%","10.6%","29.9%","42.4%","27.8%","18.8%","54.2%","27.1%","35.9%","88.3","4.4","7.6%","112.4","36.1%","15.3%","26.0%","12984"
"Austin Nola","- - -","30","161","24","7","28","0",".273","9.8%","18.5%","23.3%","39.5%","37.2%","10.4%","5.9%","0.0%","2.7","22.8%","62.2%","40.4%","73.9%","86.6%","82.7%","44.6%","60.3%","7.0%","42.6%","38.0%","19.4%","15.5%","47.3%","37.2%","32.1%","89.7","12.6","7.8%","110.1","43.4%","20.7%","27.7%","15941"
"Francisco Cervelli","MIA","34","53","10","3","7","1",".245","12.9%","22.6%","20.5%","43.6%","35.9%","0.0%","17.6%","0.0%","4.5","22.8%","70.2%","40.9%","61.3%","76.3%","71.1%","38.2%","50.0%","11.8%","48.7%","28.2%","23.1%","10.3%","51.3%","38.5%","40.3%","89.0","13.3","7.7%","108.3","38.5%","15.5%","27.3%","5275"
"Derek Dietrich","TEX","30","61","9","5","8","1",".197","12.0%","28.0%","25.0%","40.0%","35.0%","14.3%","6.3%","0.0%","2.6","32.0%","69.0%","47.7%","57.1%","77.5%","69.7%","42.4%","60.0%","14.5%","30.0%","37.5%","32.5%","20.0%","37.5%","42.5%","46.7%","85.4","12.6","12.5%","107.3","35.0%","17.1%","31.6%","10542"
"Mark Canha","OAK","31","191","32","5","33","4",".246","15.2%","22.2%","20.4%","35.2%","44.4%","6.3%","6.0%","0.0%","6.0","21.6%","60.3%","38.0%","63.6%","86.4%","79.0%","42.4%","56.8%","8.0%","42.3%","35.9%","21.8%","14.1%","48.6%","37.3%","39.5%","89.7","19.4","7.7%","108.9","38.7%","21.2%","29.2%","11445"
"Jedd Gyorko","MIL","31","117","19","9","17","0",".248","11.1%","28.1%","19.8%","39.5%","40.7%","15.2%","6.3%","0.0%","1.3","28.8%","61.4%","42.2%","45.8%","83.9%","68.6%","41.2%","58.5%","13.3%","44.4%","37.0%","18.5%","19.8%","48.1%","32.1%","45.9%","88.6","15.3","16.0%","108.0","43.2%","19.4%","32.7%","10816"
"Aaron Hicks","NYY","30","169","28","6","21","4",".225","19.4%","18.0%","20.0%","45.4%","34.6%","15.6%","8.5%","0.0%","5.7","19.9%","67.6%","39.4%","55.6%","80.3%","72.9%","41.0%","51.2%","10.7%","51.9%","29.0%","19.1%","16.8%","52.7%","30.5%","40.3%","88.2","11.1","6.9%","109.5","38.2%","15.9%","26.6%","5297"
"Robbie Grossman","OAK","30","166","23","8","23","8",".241","10.9%","19.8%","22.7%","39.1%","38.3%","6.1%","6.0%","0.0%","6.8","25.9%","66.9%","43.4%","70.5%","89.7%","83.1%","42.6%","54.2%","7.3%","47.7%","31.3%","21.1%","13.3%","59.4%","27.3%","34.9%","89.0","15.2","5.5%","108.1","37.5%","18.9%","26.2%","5254"
"Andy Young","ARI","26","26","3","1","4","0",".192","14.7%","29.4%","25.0%","50.0%","25.0%","0.0%","0.0%","0.0%","0.9","26.4%","69.0%","43.4%","43.5%","55.0%","50.8%","40.0%","58.8%","21.4%","31.3%","43.8%","25.0%","12.5%","56.3%","31.3%","47.1%","85.8","1.9","6.3%","107.3","37.5%","16.6%","37.9%","19521"
"David Fletcher","LAA","26","207","31","3","18","2",".319","8.7%","10.9%","25.0%","54.3%","20.7%","15.8%","7.0%","0.0%","3.0","27.0%","49.3%","37.1%","85.8%","96.0%","92.0%","45.3%","58.3%","3.0%","38.4%","31.4%","30.3%","17.8%","59.5%","22.7%","20.9%","84.7","4.1","0.5%","107.0","17.8%","28.4%","31.3%","17992"
"Jonathan Davis","TOR","28","27","4","1","6","1",".259","8.8%","32.4%","23.5%","41.2%","35.3%","0.0%","0.0%","0.0%","5.0","26.2%","66.2%","44.1%","50.0%","77.8%","68.7%","44.7%","64.7%","13.8%","41.2%","35.3%","23.5%","5.9%","47.1%","47.1%","44.1%","95.9","12.7","11.1%","108.6","61.1%","19.1%","32.9%","15104"
"Andrew Susac","PIT","30","2","0","0","0","0",".000","50.0%","0.0%","0.0%","0.0%","100.0%","0.0%","0.0%","0.0%","0.1","11.1%","40.0%","21.4%","100.0%","100.0%","100.0%","35.7%","25.0%","0.0%","50.0%","0.0%","50.0%","50.0%","50.0%","0.0%","50.0%","79.2","44.9","0.0%","80.9","0.0%","14.3%","14.3%","13132"
"Trent Grisham","SDP","23","215","42","10","26","10",".251","12.3%","25.4%","24.8%","40.7%","34.5%","16.0%","10.2%","62.5%","7.8","20.4%","60.5%","37.9%","67.5%","83.8%","78.8%","43.7%","56.3%","8.0%","44.4%","33.3%","22.2%","17.0%","50.3%","32.7%","41.7%","88.3","13.5","11.0%","111.9","41.6%","21.1%","29.1%","18564"
"Kyle Lewis","SEA","24","206","37","11","28","5",".262","14.0%","29.3%","20.4%","43.1%","36.5%","4.0%","8.5%","0.0%","4.0","26.5%","65.9%","43.2%","45.3%","76.6%","65.6%","42.4%","60.7%","14.9%","30.7%","42.3%","27.0%","18.2%","48.9%","32.8%","47.9%","88.3","11.1","11.7%","110.9","34.3%","18.3%","33.2%","19508"
"Brad Miller","STL","30","142","21","7","25","1",".232","14.6%","26.9%","23.7%","42.3%","34.0%","6.1%","9.8%","0.0%","4.2","27.7%","59.6%","39.7%","61.5%","74.7%","68.9%","37.6%","59.6%","12.3%","39.2%","44.3%","16.5%","19.6%","44.3%","36.1%","45.6%","89.8","11.2","13.4%","110.3","43.3%","18.6%","30.9%","12775"
"Kyle Tucker","HOU","23","209","33","9","42","8",".268","7.9%","20.2%","20.2%","38.0%","41.7%","7.4%","4.8%","0.0%","7.7","31.3%","78.2%","50.5%","69.8%","85.1%","79.5%","41.0%","57.0%","10.3%","50.6%","31.7%","17.7%","10.4%","51.8%","37.8%","32.0%","91.1","14.9","9.1%","110.9","43.9%","13.0%","23.3%","18345"
"Dansby Swanson","ATL","26","237","49","10","35","5",".274","8.3%","26.9%","24.1%","37.3%","38.6%","3.1%","6.5%","0.0%","5.4","28.5%","72.3%","47.2%","59.0%","76.8%","70.6%","42.6%","58.0%","13.9%","38.3%","38.3%","23.4%","11.4%","49.7%","38.9%","39.0%","89.0","14.7","11.4%","109.3","40.7%","15.4%","29.2%","18314"
